P,v,t,h,Density,Neg_Roughness,Neg_Time
107.81855583190918,248.03147315979004,0.10138253927230835,0.16019971370697023,0.917374159449639,-5.431705493924829,-46.62258339770202
100.13856291770935,451.1587142944336,0.10861408472061157,0.14835554361343384,0.9379347900563754,-5.369078504546687,-50.31155583581965
65.68024158477783,366.63928031921387,0.10315405130386353,0.13160786628723145,0.9400263532104927,-5.325622638730366,-56.40361899316634
141.92349314689636,520.6143856048584,0.1272079348564148,0.29673731327056885,0.9539666891871772,-5.656763431595846,-26.341940662241367
57.6601505279541,876.814079284668,0.10449710369110107,0.1925010919570923,0.9319495976756431,-5.398870311564522,-39.105502750917516
58.49647521972656,202.3357391357422,0.11572221279144287,0.217233419418335,0.9434103156720125,-5.512330259268916,-35.06325193995191
119.4661557674408,271.734619140625,0.1248485827445984,0.13989194035530092,0.9118229091817996,-5.40996132336874,-53.523965061300956
91.36633276939392,683.5478782653809,0.12032503604888917,0.37109655141830444,0.9219491560047806,-5.749412190522791,-21.36439097792594
145.5479621887207,282.83114433288574,0.11503334522247315,0.18548110723495487,0.9181981712412686,-5.500433522643278,-40.713330996159314
94.52075958251953,300.6039619445801,0.12821717262268068,0.13990742564201356,0.9250552036423653,-5.384884055678188,-53.56965875901607
126.72256231307983,740.5758380889893,0.11649911880493163,0.1689030706882477,0.9492328942484093,-5.395583988465537,-44.52743785399602
145.44757604599,687.9001617431641,0.11257280111312866,0.11781178116798402,0.9313470750774502,-5.313086185714489,-62.95119391659296
120.98942399024963,539.9917602539062,0.10083751440048218,0.3788419842720032,0.9606049276796155,-5.78106457936022,-20.655519968241624
111.14743947982788,378.68943214416504,0.09987722158432007,0.24283664226531984,0.9458262355250476,-5.551575071544964,-31.291338834080978
127.9180645942688,497.7864742279053,0.09858850240707398,0.19863356947898866,0.9429926323314849,-5.4633205647980745,-37.86286325304182
62.64625787734985,742.6529884338379,0.12548080444335938,0.10878394842147827,0.9522732356448411,-5.260915041637368,-68.23114298195493
111.61253452301025,806.6367149353027,0.11362658739089966,0.19658130407333374,0.9559756626551347,-5.434614118338212,-38.477975083906045
126.09710693359375,810.2052688598633,0.11747854471206665,0.2236417889595032,0.9561565922329462,-5.489911422881,-34.10860165059126
86.7599368095398,642.7923679351807,0.10646691799163818,0.20529984235763551,0.9572328775331154,-5.446864149623384,-36.809420760492515
131.9603443145752,943.759822845459,0.10802005290985107,0.2164154708385468,0.9573498307645871,-5.468879331213541,-35.028801733497005
100.72961449623108,576.1167049407959,0.11480822563171386,0.2920350432395935,0.9571495629512358,-5.617665028604605,-26.530090514045256
